Tarih,Ders,Hafta,Ders Numarası,Öğrenci,Durum
2024-11-22 19:56:49,turkce,1,1,1234_mert,+
2024-11-22 19:56:50,turkce,1,1,1234_mert,+
2024-11-22 19:56:51,turkce,1,1,1234_mert,+
2024-11-22 19:56:52,turkce,1,1,1234_mert,+
2024-11-22 19:56:53,turkce,1,1,1234_mert,+
2024-11-22 20:19:58,turkce,1,1,1234_mert,+
2024-11-22 20:20:00,turkce,1,1,1234_mert,+
2024-11-22 20:20:01,turkce,1,1,1234_mert,+
2024-11-22 20:20:02,turkce,1,1,1234_mert,+
2024-11-22 20:20:03,turkce,1,1,1234_mert,+
2024-11-22 20:20:04,turkce,1,1,1234_mert,+
2024-11-22 20:20:05,turkce,1,1,1234_mert,+
2024-11-22 20:20:07,turkce,1,1,1234_mert,+
2024-11-22 20:20:08,turkce,1,1,1234_mert,+
2024-11-22 20:20:09,turkce,1,1,1234_mert,+
2024-11-22 20:20:10,turkce,1,1,1234_mert,+
2024-11-22 20:20:10,turkce,1,1,1234_mert,+
2024-11-22 20:20:11,turkce,1,1,1234_mert,+
2024-11-22 20:20:12,turkce,1,1,1234_mert,+
2024-11-22 20:20:13,turkce,1,1,1234_mert,+
2024-11-22 20:20:14,turkce,1,1,1234_mert,+
2024-11-22 20:20:14,turkce,1,1,1234_mert,+
2024-11-22 20:20:15,turkce,1,1,1234_mert,+
2024-11-22 20:20:16,turkce,1,1,1234_mert,+
2024-11-22 20:20:17,turkce,1,1,1234_mert,+
2024-11-22 20:20:18,turkce,1,1,1234_mert,+
2024-11-22 20:20:18,turkce,1,1,1234_mert,+
2024-11-22 20:20:19,turkce,1,1,1234_mert,+
2024-11-22 20:20:21,turkce,1,1,1234_mert,+
2024-11-22 20:20:21,turkce,1,1,1234_mert,+
2024-11-22 20:20:22,turkce,1,1,1234_mert,+
2024-11-22 20:20:23,turkce,1,1,1234_mert,+
2024-11-22 20:20:24,turkce,1,1,1234_mert,+
2024-11-22 20:43:45,turkce,1,1,1234_mert,+
2024-11-22 20:43:46,turkce,1,1,1234_mert,+
2024-11-22 20:43:47,turkce,1,1,1234_mert,+
2024-11-22 20:43:47,turkce,1,1,1234_mert,+
2024-11-22 20:43:48,turkce,1,1,1234_mert,+
2024-11-22 20:43:49,turkce,1,1,1234_mert,+
2024-11-22 20:43:49,turkce,1,1,1234_mert,+
2024-11-22 20:43:50,turkce,1,1,1234_mert,+
2024-11-22 20:43:51,turkce,1,1,1234_mert,+
2024-11-22 20:43:51,turkce,1,1,1234_mert,+
2024-11-22 20:43:52,turkce,1,1,1234_mert,+
2024-11-22 20:43:53,turkce,1,1,1234_mert,+
2024-11-22 20:43:54,turkce,1,1,1234_mert,+
2024-11-22 20:43:54,turkce,1,1,1234_mert,+
2024-11-22 20:43:55,turkce,1,1,1234_mert,+
2024-11-22 20:43:56,turkce,1,1,1234_mert,+
2024-11-22 20:43:56,turkce,1,1,1234_mert,+
2024-11-22 20:43:57,turkce,1,1,1234_mert,+
2024-11-22 20:43:58,turkce,1,1,1234_mert,+
2024-11-22 20:43:59,turkce,1,1,1234_mert,+
2024-11-22 20:43:59,turkce,1,1,1234_mert,+
2024-11-22 20:44:00,turkce,1,1,1234_mert,+
2024-11-22 20:44:01,turkce,1,1,1234_mert,+
2024-11-22 20:44:01,turkce,1,1,1234_mert,+
2024-11-22 20:44:02,turkce,1,1,1234_mert,+
2024-11-22 20:44:03,turkce,1,1,1234_mert,+
2024-11-22 20:44:04,turkce,1,1,1234_mert,+
2024-11-22 20:44:04,turkce,1,1,1234_mert,+
2024-11-22 20:44:05,turkce,1,1,1234_mert,+
2024-11-22 20:44:06,turkce,1,1,1234_mert,+
2024-11-22 20:44:07,turkce,1,1,1234_mert,+
2024-11-22 20:44:07,turkce,1,1,1234_mert,+
2024-11-22 20:44:08,turkce,1,1,1234_mert,+
2024-11-22 20:44:09,turkce,1,1,1234_mert,+
2024-11-22 20:44:10,turkce,1,1,1234_mert,+
2024-11-22 20:44:11,turkce,1,1,1234_mert,+
2024-11-22 20:44:11,turkce,1,1,1234_mert,+
2024-11-22 20:57:05,turkce,1,1,1234_mert,+
2024-11-22 20:57:05,turkce,1,1,1234_mert,+
2024-11-22 20:57:06,turkce,1,1,1234_mert,+
2024-11-22 20:57:07,turkce,1,1,1234_mert,+
2024-11-22 20:57:07,turkce,1,1,1234_mert,+
2024-11-22 20:57:08,turkce,1,1,1234_mert,+
2024-11-22 20:57:09,turkce,1,1,1234_mert,+
2024-11-22 20:57:10,turkce,1,1,1234_mert,+
2024-11-22 20:57:10,turkce,1,1,1234_mert,+
2024-11-22 20:57:11,turkce,1,1,1234_mert,+
2024-11-22 20:57:12,turkce,1,1,1234_mert,+
2024-11-22 20:57:12,turkce,1,1,1234_mert,+
2024-11-22 20:57:13,turkce,1,1,1234_mert,+
2024-11-22 20:57:32,turkce,1,1,1234_mert,+
2024-11-22 20:57:32,turkce,1,1,123_mert,-
2024-11-22 20:57:32,turkce,1,1,123_mert,-
2024-11-22 20:57:32,turkce,1,1,312_mert,-
2024-11-22 20:57:32,turkce,1,1,543_ipek,-
2024-11-22 20:57:32,turkce,1,1,875_ipek,-
2024-11-22 20:57:32,turkce,1,1,31_mehmet,-
2024-11-22 20:57:32,turkce,1,1,12345_mertkf,-
2024-11-22 21:12:34,turkce,1,1,1234_mert,+
2024-11-22 21:12:34,turkce,1,1,123_mert,-
2024-11-22 21:12:34,turkce,1,1,123_mert,-
2024-11-22 21:12:34,turkce,1,1,312_mert,-
2024-11-22 21:12:34,turkce,1,1,543_ipek,-
2024-11-22 21:12:34,turkce,1,1,875_ipek,-
2024-11-22 21:12:34,turkce,1,1,31_mehmet,-
2024-11-22 21:12:34,turkce,1,1,12345_mertkf,-
2024-11-22 21:12:40,turkce,1,1,1234_mert,+
2024-11-22 21:12:41,turkce,1,1,1234_mert,+
2024-11-22 21:12:42,turkce,1,1,1234_mert,+
2024-11-22 21:12:43,turkce,1,1,1234_mert,+
2024-11-22 21:12:44,turkce,1,1,1234_mert,+
2024-11-22 21:12:45,turkce,1,1,1234_mert,+
2024-11-22 21:12:46,turkce,1,1,1234_mert,+
2024-11-22 21:12:47,turkce,1,1,1234_mert,+
2024-11-22 21:12:48,turkce,1,1,1234_mert,+
2024-11-22 21:12:49,turkce,1,1,1234_mert,+
2024-11-22 21:13:10,turkce,8,1,1234_mert,+
2024-11-22 21:13:11,turkce,8,1,1234_mert,+
2024-11-22 21:13:12,turkce,8,1,1234_mert,+
2024-11-22 21:13:13,turkce,8,1,1234_mert,+
2024-11-22 21:13:14,turkce,8,1,1234_mert,+
2024-11-22 21:13:15,turkce,8,1,1234_mert,+
2024-11-22 21:18:20,turkce,8,1,1234_mert,-
2024-11-22 21:18:20,turkce,8,1,123_mert,-
2024-11-22 21:18:20,turkce,8,1,123_mert,-
2024-11-22 21:18:20,turkce,8,1,312_mert,-
2024-11-22 21:18:20,turkce,8,1,543_ipek,-
2024-11-22 21:18:20,turkce,8,1,875_ipek,-
2024-11-22 21:18:20,turkce,8,1,31_mehmet,-
2024-11-22 21:18:20,turkce,8,1,12345_mertkf,-
2024-11-22 21:18:20,turkce,8,1,667_ipek,+
2024-11-22 21:18:39,turkce,8,1,1234_mert,+
2024-11-22 21:18:40,turkce,8,1,1234_mert,+
2024-11-22 21:18:41,turkce,8,1,1234_mert,+
2024-11-22 21:18:42,turkce,8,1,1234_mert,+
2024-11-22 21:18:43,turkce,8,1,667_ipek,+
2024-11-22 21:18:44,turkce,8,1,667_ipek,+
2024-11-22 21:18:45,turkce,8,1,667_ipek,+
2024-11-22 21:18:46,turkce,8,1,667_ipek,+
2024-11-22 21:18:47,turkce,8,1,1234_mert,+
2024-11-22 21:18:47,turkce,8,1,667_ipek,+
2024-11-22 21:18:48,turkce,8,1,1234_mert,+
2024-11-22 21:18:50,turkce,8,1,1234_mert,+
2024-11-22 21:18:50,turkce,8,1,667_ipek,+
2024-11-22 21:18:50,turkce,8,1,1234_mert,+
2024-11-22 21:18:51,turkce,8,1,1234_mert,+
2024-11-22 21:18:52,turkce,8,1,1234_mert,+
2024-11-22 21:18:53,turkce,8,1,1234_mert,+
2024-11-22 21:18:54,turkce,8,1,1234_mert,+
2024-11-22 21:18:55,turkce,8,1,1234_mert,+
2024-11-22 21:18:56,turkce,8,1,1234_mert,+
2024-11-22 21:18:57,turkce,8,1,1234_mert,+
2024-11-22 21:18:58,turkce,8,1,1234_mert,+
2024-11-22 21:18:59,turkce,8,1,1234_mert,+
2024-11-22 21:19:00,turkce,8,1,1234_mert,+
2024-11-22 21:19:01,turkce,7,1,1234_mert,+
2024-11-22 21:19:02,turkce,7,1,1234_mert,+
2024-11-22 21:19:03,turkce,7,1,1234_mert,+
2024-11-22 21:19:04,turkce,9,1,1234_mert,+
2024-11-22 21:19:05,turkce,9,1,1234_mert,+
2024-11-22 21:19:06,turkce,9,1,1234_mert,+
2024-11-22 21:19:06,turkce,9,1,1234_mert,+
2024-11-22 21:19:11,turkce,9,1,1234_mert,+
2024-11-22 21:19:12,turkce,9,1,1234_mert,+
2024-11-22 21:19:13,turkce,9,1,1234_mert,+
2024-11-22 21:19:14,turkce,9,1,1234_mert,+
2024-11-22 21:19:15,turkce,9,1,667_ipek,+
2024-11-22 21:19:16,turkce,9,1,667_ipek,+
2024-11-22 21:19:17,turkce,9,1,1234_mert,+
2024-11-22 21:19:18,turkce,9,1,1234_mert,+
2024-11-22 21:21:35,turkce,1,1,1234_mert,+
2024-11-22 21:21:36,turkce,1,1,1234_mert,+
2024-11-22 21:21:37,turkce,1,1,1234_mert,+
2024-11-22 21:21:37,turkce,1,1,1234_mert,+
2024-11-22 21:21:38,turkce,1,1,1234_mert,+
2024-11-22 21:21:39,turkce,1,1,1234_mert,+
2024-11-22 21:21:40,turkce,1,1,1234_mert,+
2024-11-22 21:21:41,turkce,1,1,1234_mert,+
2024-11-22 21:21:41,turkce,1,1,1234_mert,+
2024-11-22 21:21:42,turkce,1,1,1234_mert,+
2024-11-22 21:21:43,turkce,1,1,1234_mert,+
2024-11-22 21:21:44,turkce,1,1,1234_mert,+
2024-11-22 21:21:45,turkce,1,1,1234_mert,+
2024-11-22 21:21:45,turkce,1,1,1234_mert,+
2024-11-22 21:21:46,turkce,1,1,1234_mert,+
2024-11-22 21:21:47,turkce,1,1,1234_mert,+
2024-11-22 21:21:48,turkce,1,1,1234_mert,+
2024-11-22 21:21:48,turkce,1,1,1234_mert,+
2024-11-22 21:21:49,turkce,1,1,1234_mert,+
2024-11-22 21:21:50,turkce,1,1,1234_mert,+
2024-11-22 21:21:51,turkce,1,1,1234_mert,+
2024-11-22 21:21:52,turkce,1,1,1234_mert,+
2024-11-22 21:21:52,turkce,1,1,1234_mert,+
2024-11-22 21:21:53,turkce,1,1,1234_mert,+
2024-11-22 21:21:54,turkce,1,1,1234_mert,+
2024-11-22 21:21:55,turkce,1,1,1234_mert,+
2024-11-22 21:21:56,turkce,1,1,1234_mert,+
2024-11-22 21:21:57,turkce,1,1,1234_mert,+
2024-11-22 21:26:50,turkce,1,1,1234_mert,+
2024-11-22 21:38:51,turkce,1,1,1234_mert,+
2024-11-22 21:38:51,turkce,1,1,1234_mert,+
2024-11-22 21:38:52,turkce,1,1,1234_mert,+
2024-11-22 21:38:53,turkce,1,1,1234_mert,+
2024-11-22 21:38:54,turkce,1,1,1234_mert,+
2024-11-22 21:38:55,turkce,1,1,1234_mert,+
2024-11-22 21:39:14,turkce,1,1,1234_mert,+
2024-11-22 21:39:14,turkce,1,1,123_mert,-
2024-11-22 21:39:14,turkce,1,1,123_mert,-
2024-11-22 21:39:14,turkce,1,1,312_mert,-
2024-11-22 21:39:14,turkce,1,1,543_ipek,-
2024-11-22 21:39:14,turkce,1,1,875_ipek,-
2024-11-22 21:39:14,turkce,1,1,31_mehmet,-
2024-11-22 21:39:14,turkce,1,1,12345_mertkf,-
2024-11-22 21:39:14,turkce,1,1,667_ipek,-
2024-11-25 17:03:14,turkce,1,1,1234_mert,+
2024-11-25 17:03:14,turkce,1,1,667_ipek,+
2024-11-25 17:03:15,turkce,1,1,1234_mert,+
2024-11-25 17:03:15,turkce,1,1,667_ipek,+
2024-11-25 17:03:16,turkce,1,1,1234_mert,+
2024-11-25 17:03:16,turkce,1,1,667_ipek,+
2024-11-25 17:03:18,turkce,1,1,1234_mert,+
2024-11-25 17:03:18,turkce,1,1,667_ipek,+
2024-11-25 17:03:19,turkce,1,1,1234_mert,+
2024-11-25 17:03:19,turkce,1,1,667_ipek,+
2024-11-25 17:03:20,turkce,1,1,1234_mert,+
2024-11-25 17:03:20,turkce,1,1,667_ipek,+
2024-11-25 17:03:21,turkce,1,1,1234_mert,+
2024-11-25 17:03:22,turkce,1,1,1234_mert,+
2024-11-25 17:03:22,turkce,1,1,667_ipek,+
2024-11-25 17:03:23,turkce,1,1,667_ipek,+
2024-11-25 17:03:24,turkce,1,1,1234_mert,+
2024-11-25 17:03:25,turkce,1,1,1234_mert,+
2024-11-25 17:03:25,turkce,1,1,1234_mert,+
2024-11-25 17:03:27,turkce,1,1,1234_mert,+
2024-11-25 17:03:27,turkce,1,1,667_ipek,+
2024-11-25 17:03:28,turkce,1,1,1234_mert,+
2024-11-25 17:03:28,turkce,1,1,667_ipek,+
2024-11-25 17:03:29,turkce,1,1,1234_mert,+
2024-11-25 17:03:29,turkce,1,1,667_ipek,+
2024-11-25 17:03:31,turkce,1,1,1234_mert,+
2024-11-25 17:03:31,turkce,1,1,667_ipek,+
2024-11-25 17:03:32,turkce,1,1,1234_mert,+
2024-11-25 17:03:33,turkce,1,1,1234_mert,+
2024-11-25 17:03:34,turkce,1,1,1234_mert,+
2024-11-25 17:03:35,turkce,1,1,1234_mert,+
2024-11-25 17:03:35,turkce,1,1,667_ipek,+
2024-11-25 17:03:37,turkce,1,1,1234_mert,+
2024-11-25 17:03:37,turkce,1,1,667_ipek,+
2024-11-25 17:03:38,turkce,1,1,1234_mert,+
2024-11-25 17:03:38,turkce,1,1,667_ipek,+
2024-11-25 17:04:09,turkce,1,1,1234_mert,+
2024-11-25 17:04:09,turkce,1,1,123_mert,-
2024-11-25 17:04:09,turkce,1,1,123_mert,-
2024-11-25 17:04:09,turkce,1,1,312_mert,-
2024-11-25 17:04:09,turkce,1,1,543_ipek,-
2024-11-25 17:04:09,turkce,1,1,875_ipek,-
2024-11-25 17:04:09,turkce,1,1,31_mehmet,-
2024-11-25 17:04:09,turkce,1,1,12345_mertkf,-
2024-11-25 17:04:09,turkce,1,1,667_ipek,+
2024-11-25 17:25:27,turkce,1,1,1234_mert,+
2024-11-25 17:25:28,turkce,1,1,1234_mert,+
2024-11-25 17:25:29,turkce,1,1,1234_mert,+
2024-11-25 19:50:00,turkce,1,1,1234_mert,+
2024-11-25 19:50:01,turkce,1,1,1234_mert,+
2024-11-25 19:50:02,turkce,1,1,1234_mert,+
2024-11-25 19:50:03,turkce,1,1,1234_mert,+
2024-11-25 19:50:04,turkce,1,1,1234_mert,+
2024-11-25 19:50:04,turkce,1,1,1234_mert,+
2024-11-25 19:50:05,turkce,1,1,1234_mert,+
2024-11-25 19:50:06,turkce,1,1,1234_mert,+
2024-11-25 19:50:07,turkce,1,1,1234_mert,+
2024-11-25 19:50:07,turkce,1,1,1234_mert,+
2024-11-25 19:50:08,turkce,1,1,1234_mert,+
2024-11-25 19:50:09,turkce,1,1,1234_mert,+
2024-11-25 19:50:10,turkce,1,1,1234_mert,+
2024-11-25 19:50:11,turkce,1,1,1234_mert,+
2024-11-25 19:50:11,turkce,1,1,1234_mert,+
2024-11-25 19:50:12,turkce,1,1,1234_mert,+
2024-11-26 23:44:32,turkce,1,1,1234_mert,+
2024-11-26 23:44:32,turkce,1,1,1234_mert,+
2024-11-26 23:44:33,turkce,1,1,1234_mert,+
2024-11-26 23:44:34,turkce,1,1,1234_mert,+
2024-11-26 23:59:17,turkce,1,1,1234_mert,+
2024-11-27 00:00:16,turkce,1,1,123_mert,+
2024-11-27 00:00:22,turkce,1,1,1234_mert,+
2024-11-27 00:00:31,turkce,1,1,12345_mertkf,+
2024-11-27 00:00:46,turkce,1,1,667_ipek,+
2024-11-27 00:13:42,turkce,1,1,1234_mert,+
2024-11-27 00:41:52,turkce,1,1,1234_mert,+
2024-11-27 00:41:52,turkce,1,1,1234_mert,+
2024-11-27 00:41:53,turkce,1,1,1234_mert,+
2024-11-27 00:41:53,turkce,1,1,1234_mert,+
2024-11-27 00:41:54,turkce,1,1,1234_mert,+
2024-11-27 00:41:54,turkce,1,1,1234_mert,+
2024-11-27 00:41:55,turkce,1,1,1234_mert,+
2024-11-27 00:41:56,turkce,1,1,1234_mert,+
2024-11-27 00:41:56,turkce,1,1,1234_mert,+
2024-11-27 00:41:57,turkce,1,1,1234_mert,+
2024-11-27 00:43:14,turkce,1,1,1234_mert,+
2024-11-27 00:43:15,turkce,1,1,1234_mert,+
2024-11-27 00:43:16,turkce,1,1,1234_mert,+
2024-11-27 00:45:57,turkce,1,1,['1234_mert'],+
2024-11-29 09:15:41,turkce,1,1,1234_mert,+
2024-11-29 09:15:42,turkce,1,1,1234_mert,+
2024-11-29 09:15:43,turkce,1,1,1234_mert,+
2024-11-29 09:15:43,turkce,1,1,1234_mert,+
2024-11-29 09:15:44,turkce,1,1,1234_mert,+
2024-11-29 09:15:45,turkce,1,1,1234_mert,+
2024-11-29 09:15:46,turkce,1,1,1234_mert,+
2024-11-29 09:15:47,turkce,1,1,1234_mert,+
2024-11-29 09:15:48,turkce,1,1,1234_mert,+
2024-11-29 09:15:48,turkce,1,1,1234_mert,+
2024-11-29 09:15:49,turkce,1,1,1234_mert,+
2024-11-29 09:15:50,turkce,1,1,1234_mert,+
2024-11-29 09:15:51,turkce,1,1,1234_mert,+
2024-11-29 09:15:51,turkce,1,1,1234_mert,+
2024-11-29 09:15:52,turkce,1,1,1234_mert,+
2024-11-29 09:15:53,turkce,1,1,1234_mert,+
2024-11-29 09:38:29,turkce,1,1,1234_mert,+
2024-11-29 09:38:29,turkce,1,1,123_mert,-
